i,latency_ms
1586,31.019
1587,137.451
1588,249.938
1589,767.621
1590,111.002
1591,85.172
1592,473.809
1593,173.265
1594,78.132
1595,108.200
1596,68.025
1597,334.042
1598,132.748
1599,24.669
1600,257.157
1601,361.287
1602,471.975
1603,103.349
1604,407.745
1605,369.827
1606,330.079
1607,20.459
1608,110.066
1609,25.094
1610,73.062
1611,360.635
1612,232.110
1613,78.764
1614,51.248
1615,24.651
1616,359.382
1617,230.357
1618,171.790
1619,1000.129
1620,275.715
1621,27.655
1622,30.169
1623,257.297
1624,153.061
1625,247.779
1626,44.690
1627,497.412
1628,236.683
1629,255.701
1630,110.745
1631,707.240
1632,124.450
1633,503.919
1634,28.103
1635,827.772
1636,27.600
1637,359.913
1638,240.636
1639,199.432
1640,373.756
1641,117.656
1642,92.343
1643,367.642
1644,269.147
1645,130.486
1646,324.294
1647,128.776
1648,108.755
1649,98.557
1650,32.212
1651,279.804
1652,44.668
1653,167.233
1654,69.864
1655,177.788
1656,294.251
1657,381.301
1658,81.904
1659,479.359
1660,47.672
1661,174.423
1662,23.889
1663,31.028
1664,327.205
1665,26.598
1666,314.011
1667,234.205
1668,212.009
1669,130.428
1670,67.359
1671,147.712
1672,238.024
1673,500.828
1674,72.777
1675,246.762
1676,578.541
1677,135.408
1678,385.106
1679,725.009
1680,384.955
1681,504.605
1682,30.046
1683,829.803
1684,300.696
1685,29.018
1686,147.416
1687,180.124
1688,118.602
1689,198.274
1690,57.636
1691,740.346
1692,32.371
1693,32.088
1694,94.554
1695,342.790
1696,142.321
1697,615.119
1698,174.885
1699,65.021
1700,223.888
1701,278.369
1702,65.792
1703,301.751
1704,100.318
1705,114.509
1706,23.958
1707,215.532
1708,549.843
1709,428.704
1710,151.927
1711,471.853
1712,169.303
1713,70.601
1714,69.509
1715,32.754
1716,237.479
1717,528.101
1718,409.627
1719,187.032
1720,514.644
1721,33.279
1722,366.249
1723,80.035
1724,727.617
1725,208.655
1726,510.679
1727,220.058
1728,82.848
1729,741.956
1730,23.367
1731,464.586
1732,258.222
1733,75.322
1734,78.332
1735,156.644
1736,1127.828
1737,99.983
1738,499.224
1739,137.947
1740,203.891
1741,272.005
1742,1006.198
1743,467.714
1744,52.561
1745,431.660
1746,114.261
1747,171.510
1748,81.116
1749,218.144
1750,164.041
1751,471.294
1752,228.540
1753,418.107
1754,245.603
1755,411.857
1756,108.060
1757,267.316
1758,1127.123
1759,232.386
1760,61.173
1761,818.242
1762,469.887
1763,27.030
1764,221.777
1765,311.093
1766,87.760
1767,29.035
1768,360.260
1769,435.205
1770,60.474
1771,255.350
1772,260.310
1773,102.812
1774,27.632
1775,1246.110
1776,121.726
1777,130.757
1778,156.248
1779,103.740
1780,532.899
1781,24.047
1782,25.798
1783,148.599
1784,27.208
1785,435.246
1786,170.746
1787,467.550
1788,130.857
1789,160.658
1790,62.971
1791,97.354
1792,305.405
1793,181.230
1794,118.752
1795,112.736
1796,344.341
1797,500.021
1798,85.766
1799,35.018
1800,1025.701
1801,95.278
1802,229.458
1803,231.715
1804,179.363
1805,260.414
1806,65.323
1807,204.775
1808,157.900
1809,28.967
1810,307.520
1811,838.659
1812,621.458
1813,99.095
1814,118.624
1815,310.016
1816,116.522
1817,87.982
1818,100.704
1819,509.787
1820,279.416
1821,344.822
1822,26.802
1823,355.428
1824,29.666
1825,118.664
1826,154.714
1827,131.870
1828,253.535
1829,72.013
1830,103.520
1831,199.628
1832,71.692
1833,612.598
1834,146.802
1835,167.461
1836,496.662
1837,520.971
1838,21.023
1839,119.471
1840,126.480
1841,252.820
1842,117.496
1843,51.913
1844,72.807
1845,95.411
1846,237.162
1847,40.064
1848,351.822
1849,218.524
1850,48.473
1851,268.417
1852,235.937
1853,821.347
1854,90.953
1855,70.703
1856,1342.016
1857,230.196
1858,195.509
1859,25.406
1860,141.474
1861,137.884
1862,27.184
1863,492.668
1864,391.534
1865,81.012
1866,63.277
1867,640.146
1868,267.217
1869,237.614
1870,145.600
1871,207.938
1872,84.154
1873,120.641
1874,60.626
1875,19.862
1876,56.311
1877,217.115
1878,135.669
1879,50.298
1880,492.863
1881,405.631
1882,197.623
1883,163.028
1884,170.208
1885,465.765
1886,27.248
1887,396.326
1888,249.198
1889,799.793
1890,273.716
1891,23.864
1892,58.329
1893,48.904
1894,501.161
1895,376.657
1896,708.338
1897,468.249
1898,666.785
1899,72.057
1900,49.236
1901,892.869
1902,320.309
1903,402.861
1904,28.810
1905,287.536
1906,339.629
1907,84.768
1908,393.955
1909,49.528
1910,72.696
1911,238.199
1912,237.763
1913,112.236
1914,460.866
1915,573.597
1916,399.324
1917,502.829
1918,88.068
1919,57.019
1920,85.870
1921,30.461
1922,74.000
1923,25.334
1924,314.837
1925,360.168
1926,212.527
1927,245.602
1928,222.120
1929,137.476
1930,27.306
1931,106.857
1932,208.286
1933,715.229
1934,202.297
1935,699.647
1936,653.865
1937,222.311
1938,89.402
1939,27.410
1940,62.312
1941,249.151
1942,207.892
1943,250.657
1944,523.365
1945,25.914
1946,864.242
1947,145.657
1948,611.597
1949,556.893
1950,223.724
1951,243.452
1952,26.544
1953,243.266
1954,46.583
1955,509.030
1956,290.338
1957,110.447
1958,110.763
1959,333.556
1960,175.934
1961,393.522
1962,69.613
1963,689.272
1964,28.302
1965,163.692
1966,75.882
1967,27.126
1968,225.246
1969,32.453
1970,933.503
1971,793.072
1972,52.610
1973,110.330
1974,916.025
1975,88.097
1976,221.394
1977,451.902
1978,27.691
1979,292.075
1980,121.021
1981,104.780
1982,439.310
1983,380.815
1984,482.916
1985,93.594
1986,282.978
1987,138.182
1988,165.978
1989,296.869
1990,373.836
1991,350.509
1992,203.154
1993,15.717
1994,93.106
1995,827.004
1996,464.815
1997,161.520
1998,62.829
1999,313.607
2000,527.237
2001,14.980
2002,209.931
2003,64.495
2004,260.792
2005,266.832
2006,25.354
2007,84.825
2008,14.768
2009,148.213
2010,179.411
2011,12.208
2012,651.100
2013,222.153
2014,13.994
2015,245.845
2016,413.311
2017,160.731
2018,13.349
2019,14.084
2020,442.047
2021,180.175
2022,151.621
2023,15.337
2024,109.049
2025,57.774
2026,47.639
2027,354.027
2028,483.167
2029,496.247
2030,197.994
2031,412.859
2032,196.289
2033,87.966
2034,48.129
2035,56.891
2036,38.964
2037,128.827
2038,78.048
2039,67.226
2040,769.497
2041,34.772
2042,106.110
2043,109.276
2044,48.081
2045,445.060
2046,104.658
2047,214.386
2048,258.697
2049,18.951
2050,61.084
2051,151.378
2052,19.295
2053,20.391
2054,82.295
2055,164.664
2056,284.908
2057,194.551
2058,58.250
2059,411.570
2060,111.690
2061,721.331
2062,44.255
2063,304.685
2064,47.957
2065,122.522
2066,16.367
2067,365.970
2068,44.400
2069,64.984
2070,38.097
2071,15.467
2072,92.181
2073,18.323
2074,524.454
2075,87.452
2076,73.505
2077,17.941
2078,265.720
2079,28.353
2080,86.303
2081,46.940
2082,13.847
2083,217.778
2084,51.644
2085,12.540
2086,105.670
2087,212.711
2088,12.587
2089,157.050
2090,87.968
2091,129.632
2092,427.022
2093,106.297
2094,159.005
2095,779.380
2096,118.581
2097,45.700
2098,121.628
2099,110.345
2100,313.678
2101,71.985
2102,13.551
2103,566.493
2104,105.019
2105,13.624
2106,28.170
2107,35.936
2108,46.987
2109,242.737
2110,72.300
2111,74.152
2112,173.836
2113,505.423
2114,41.022
2115,344.080
2116,81.698
2117,68.075
2118,146.687
2119,331.442
2120,108.249
2121,173.993
2122,310.522
2123,219.726
2124,120.849
2125,68.715
2126,243.675
2127,21.275
2128,13.082
2129,40.923
2130,49.492
2131,31.847
2132,62.883
2133,142.724
2134,192.480
